host_unix_time_ns,lsl_timestamp_s,device_clock_us,value_raw,value_filtered,sequence,parser_mode,raw_line
1775177684716091802,31219.504399464,2690348,-190826.0,-31.085798923071707,225,tagged_csv,"D,225,2690348,-190826.00"
1775177684728800394,31219.517107966,2702848,-191068.0,-41.668444135109894,226,tagged_csv,"D,226,2702848,-191068.00"
1775177684741318043,31219.529625687,2715348,-190976.0,-44.78096910446766,227,tagged_csv,"D,227,2715348,-190976.00"
1775177684753836383,31219.542143888,2727848,-191050.0,-53.05555595169426,228,tagged_csv,"D,228,2727848,-191050.00"
1775177684766380255,31219.554687827,2740348,-190877.0,-48.12963546265382,229,tagged_csv,"D,229,2740348,-190877.00"
1775177684778931632,31219.567239457,2752848,-190963.0,-49.82498661099817,230,tagged_csv,"D,230,2752848,-190963.00"
1775177684791508664,31219.579816222,2765348,-190779.0,-37.99790812496212,231,tagged_csv,"D,231,2765348,-190779.00"
1775177684803995389,31219.592302873,2777848,-190827.0,-30.527467831823742,232,tagged_csv,"D,232,2777848,-190827.00"
1775177684816468332,31219.604775859,2790348,-190922.0,-30.471113049861742,233,tagged_csv,"D,233,2790348,-190922.00"
1775177684829085687,31219.617393242,2802848,-190948.0,-32.35657367404201,234,tagged_csv,"D,234,2802848,-190948.00"
1775177684841641098,31219.629948667,2815348,-190806.0,-23.76422209307202,235,tagged_csv,"D,235,2815348,-190806.00"
1775177684854168166,31219.642475609,2827848,-191082.0,-35.89602986740647,236,tagged_csv,"D,236,2827848,-191082.00"
1775177684866712791,31219.655020552,2840348,-190900.0,-33.89106095783063,237,tagged_csv,"D,237,2840348,-190900.00"
1775177684879282192,31219.667589764,2852848,-190844.0,-27.954146504052915,238,tagged_csv,"D,238,2852848,-190844.00"
1775177684891781768,31219.680089369,2865348,-190923.0,-28.202381231239997,239,tagged_csv,"D,239,2865348,-190923.00"
1775177684904305418,31219.692614161,2877848,-190829.0,-21.587411713495385,240,tagged_csv,"D,240,2877848,-190829.00"
1775177684916818056,31219.705125764,2890348,-190943.0,-23.755685438372893,241,tagged_csv,"D,241,2890348,-190943.00"
1775177684929406767,31219.717714496,2902848,-190947.0,-26.057346399436938,242,tagged_csv,"D,242,2902848,-190947.00"
